(1, 0.45660208663060542)
(2, 0.19607786139977146)
(3, 0.22640030687926993)
(4, 0.15897167784084912)
(5, 0.15238559656842515)
(6, 0.14330338660095679)
(7, 0.096228410443896309)
(8, 0.09320609761895142)
(9, 0.078451328013332489)
(10, 0.086679511583525951)
(11, 0.064558552975424552)
(12, 0.084793529177512872)
(13, 0.065006196149603221)
(14, 0.08115993895678339)
(15, 0.05844369682626073)
(16, 0.090539955250889662)
(17, 0.053831901803346724)
(18, 0.09370691934253382)
(19, 0.049742491761778147)
(20, 0.09830885641834565)
(21, 0.039717944537750204)
(22, 0.10615695898193117)
(23, 0.03306728669845227)
(24, 0.11196503841687969)
(25, 0.026043191309389611)
(26, 0.11746275057255141)
(27, 0.025602254940739019)
(28, 0.11778567623808783)
(29, 0.017960378544024422)
(30, 0.12296193375803526)
(31, 0.01855291473737436)
(32, 0.12259417231035526)
(33, 0.018408523775916879)
(34, 0.12301483373828481)
(35, 0.015886946443819147)
(36, 0.12486928409667232)
(37, 0.012032777774441492)
(38, 0.12837279393447887)
(39, 0.011448593989023901)
(40, 0.12945817819003547)
(41, 0.011914801369364073)
(42, 0.12947797354539134)
(43, 0.010177534263753799)
(44, 0.13645481803372314)
(45, 0.0097492880381517509)
(46, 0.13395699237413136)
(47, 0.0090098607778235518)
(48, 0.13643858649585841)
(49, 0.0087929571290019434)
(50, 0.13685847557566858)
(51, 0.0081052076880003335)
(52, 0.13252123492591714)
(53, 0.007864827353078363)
(54, 0.13257515794607716)
(55, 0.0074891056588095991)
(56, 0.13401095306938945)
(57, 0.0077015809926237518)
(58, 0.13405394033457954)
(59, 0.0067225847359051755)
(60, 0.13221700211653403)
(61, 0.0061069693261227159)
(62, 0.13561552096158511)
(63, 0.0060898901427267928)
(64, 0.13580004583871116)
(65, 0.006398008761641167)
(66, 0.13590602490174697)
(67, 0.0062589797110673452)
(68, 0.13510819913997618)
(69, 0.0066231022027653007)
(70, 0.13596682503213714)
(71, 0.0068487811593463243)
(72, 0.13547667213672832)
(73, 0.0061152329247661707)
(74, 0.13869720607642672)
(75, 0.0068446787452200678)
(76, 0.13103347174475105)
(77, 0.005094972806950095)
(78, 0.13508834772278436)
(79, 0.0048364428435523302)
(80, 0.1356755462489235)
(81, 0.0056366087452501589)
(82, 0.13932376696521714)
(83, 0.011568749545402133)
(84, 0.12765185717409128)
(85, 0.0033490699901415873)
(86, 0.13542316638492807)
(87, 0.012011618210029712)
(88, 0.14327404892488568)
(89, 0.016805882135355173)
(90, 0.14616127664822248)
(91, 0.016461130104021237)
(92, 0.12439696948538805)
(93, 0.011231514271240278)
(94, 0.12814520732443013)
(95, 0.0085679542341640606)
(96, 0.12996869560823809)
(97, 0.0019078181472278796)
(98, 0.13433966114298454)
(99, 0.0020957208286644345)
(100, 0.13706623713061106)
(101, 0.004960697508466747)
(102, 0.13241800283214922)
(103, 0.0019458416567596989)
(104, 0.134326761983078)
(105, 0.0014685974299223918)
(106, 0.13596858267816639)
(107, 0.0093112374160963882)
(108, 0.1416243933561257)
(109, 0.011781832696538203)
(110, 0.12761250616066572)
(111, 0.011933172997889135)
(112, 0.1276584155735446)
(113, 0.0059878414486043922)
(114, 0.13173850922459421)
(115, 0.0049232507980735106)
(116, 0.13245674638698451)
(117, 0.0017144580490040951)
(118, 0.13456575948307448)
(119, 0.0019674927640666172)
(120, 0.13443753074083428)
(121, 0.0016041858689500514)
(122, 0.13678097562907257)
(123, 0.0059367955629048164)
(124, 0.13176718813417165)
(125, 0.0047174541249161228)
(126, 0.13260143695424398)
(127, 0.0072202939764808675)
