WEIGHT: 16973.7734839, 16047.7604936 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: relu winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 212
([1.7450268687098225, 0.6617494293899103, 2], [0.8032492502205945, -0.5956430491662376, 1])
([3.4032586640991416, 0.5499042733075299, 2], [0.9636675570421381, -0.2671045478917152, 1])
([2.6312411843993737, 1.0466767883830168, 2], [-0.37117331262084324, 0.9285636068671171, 1])
([4.481905631117204, 0.6716626216059471, 2], [0.7683687778225433, -0.6400073603229036, 1])
([4.880225377938064, 1.3362923717048247, 2], [0.12283550321827809, 0.992427044748939, 1])
([3.1175536862291753, 2.267529625491824, 2], [0.646533371300677, -0.7628857055906743, 0])
([2.014933273742191, 3.8851602881879237, 2], [-0.6296823409316105, 0.7768527206098252, 1])
([3.9257113857925505, 3.2169827529290753, 2], [0.96222204781738, -0.272265919083031, 1])
([2.496797525474279, 5.438367429141769, 2], [-0.652875278723321, 0.7574654252386349, 1])
([4.876137206871303, 4.542114650201637, 2], [0.9656598891658594, -0.25980950416830434, 1])
([8.72698598801774, 3.117485346332968, 2], [0.8397447590707193, -0.5429813437064476, 1])
([6.502870155983477, 5.839538578523916, 2], [-0.42440686327521077, 0.9054715977902877, 1])
([11.292607022975593, 3.8393455764470703, 2], [0.7962300640180872, -0.6049939546423193, 1])
([7.018105786689433, 6.356575611870191, 2], [0.6862249873059448, -0.7273893502086456, 0])
([4.5415544681781, 10.902200242753764, 2], [-0.6278955113077271, 0.7782976467133946, 1])
([8.278101406391215, 7.709837488137984, 2], [0.8661137387192621, -0.499846968183005, 1])
([14.200740827098771, 4.990460379108868, 2], [0.7785943677555882, -0.6275275376421945, 1])
([8.434116611187218, 7.882901547178808, 2], [0.7516573207419261, -0.659553843272154, 0])
([5.460267920421641, 13.524772927506266, 2], [-0.6272652266591284, 0.7788057109602319, 1])
([10.635581732555535, 11.188724914780833, 2], [0.9618552991986025, -0.2735587384887694, 1])
([18.54288266977977, 7.395280394115052, 2], [0.8019665959483602, -0.5973688801594871, 1])
([13.02856918609842, 13.428821788962969, 2], [-0.5091868882274192, 0.8606559782266534, 1])
([21.99615545761167, 8.527932764976137, 2], [0.7555727339643485, -0.6550647629735855, 1])
([15.14508841021816, 15.293901536996582, 2], [0.5384013880175915, -0.842688522160312, 0])
([25.789443008820353, 9.810669208128662, 2], [0.7679306146883533, -0.6405330366377427, 1])
([18.70755142772486, 18.134012743974925, 2], [-0.4631598735098666, 0.8862747494825318, 1])
([12.000494063203545, 30.879168512052278, 2], [-0.640526937985965, 0.7679357015495006, 1])
([19.030303104902586, 18.403407309247907, 2], [-0.6652047371457129, 0.7466610058647117, 0])
([12.129964536149442, 31.16968922386221, 2], [-0.6497232077814854, 0.7601708711007918, 1])
([22.467207993309003, 22.700334395942555, 2], [0.889245518990589, -0.4574302208590487, 1])
([35.42816328207328, 13.461965438506326, 2], [-0.6570758216080055, 0.7538244919463447, 0])
([28.251306108001096, 25.9198780461399, 2], [-0.32657910569750015, 0.945169872415441, 1])
([17.992367518372856, 43.86877792307865, 2], [-0.6509325318995276, 0.7591355866476491, 1])
([33.147595029734326, 31.62457908273366, 2], [0.8815191662029808, -0.4721482390275344, 1])
([19.95787620256464, 50.71487379346836, 2], [0.7319459958310807, -0.6813626488052068, 0])
([37.21626121429137, 37.43554673184202, 2], [-0.8989749220849454, 0.4380001021259771, 0])
([59.087727427589606, 22.33466038004531, 2], [-0.6669253845234583, 0.7451245073665458, 0])
([38.269607149286074, 38.332751763066, 2], [-0.6266594211812774, 0.7792932502240388, 1])
([60.35120719444771, 22.73392806453572, 2], [-0.6571835379205087, 0.7537305868055797, 0])
([38.676162732519145, 38.68042263689707, 2], [-0.6419379647617841, 0.7667565776682312, 1])
([61.88792111947245, 23.24206670033028, 2], [-0.6782131966327488, 0.7348651984637649, 0])
([38.649651108589225, 38.655918417537876, 2], [0.6792024701487548, -0.7339509551351711, 0])
([22.935197454290876, 61.001018371575086, 2], [0.7528920630025275, -0.6581440127113504, 0])
([37.69752183961166, 37.6242769159767, 2], [-0.7169063587372673, 0.6971694720812671, 0])
([59.4922671182933, 22.327924135404164, 2], [-0.6582324705445187, 0.7528147280180292, 0])
([36.15336435032641, 36.157663197871074, 2], [0.7185722498809715, -0.6954523144695105, 0])
([57.10522166747469, 21.473993758232965, 2], [-0.6594927634341506, 0.7517109118391109, 0])
([42.991916236059275, 40.41455453236556, 2], [-0.4095572552254266, 0.9122844154605595, 1])
([25.918849386788146, 64.90159803173661, 2], [0.7300637413606482, -0.683379055539817, 0])
([44.01431265595203, 41.49689804816168, 2], [0.7639710640880752, -0.6452505042509724, 1])
([26.745416429686717, 67.19450950543768, 2], [0.7186810714851198, -0.6953398575437769, 0])
([46.38090815053643, 44.098769691912906, 2], [-0.7942394018012995, 0.6076049478290264, 0])
([27.70034598421402, 70.09604446462033, 2], [0.7436270726066319, -0.6685946282213844, 0])
([44.4908118065647, 42.26546675000146, 2], [-0.6836034270429511, 0.7298536528202983, 0])
([26.77441916107514, 67.74350669814994, 2], [0.7326521452743088, -0.6806032868161549, 0])
([49.234605813036524, 48.66634719502866, 2], [0.8788174297599883, -0.47715817623723894, 1])
([29.644109103101727, 78.0450568827013, 2], [0.7319272675915799, -0.6813827668468905, 0])
([52.92770773848669, 53.36897057457175, 2], [-0.8362777332818698, 0.5483060758526552, 0])
([31.718409349542704, 85.151534181227, 2], [0.7387027502631184, -0.6740313395931268, 0])
([54.876181116360975, 55.713810077517, 2], [0.7908596635736002, -0.6119975429135741, 1])
([88.23457667360559, 33.62760837533473, 2], [-0.6851640320611805, 0.7283888035724229, 0])
([67.15498176371739, 63.59093120453689, 2], [-0.39384969140626164, 0.9191748585438967, 1])
([40.869400851485445, 103.13309913990686, 2], [0.7164733336964282, -0.69761447956728, 0])
([65.71256200072214, 62.24818285385598, 2], [-0.6851480975058216, 0.7284037921950662, 0])
([39.91200572827533, 100.74827618249756, 2], [0.7193464094824085, -0.6946515264251328, 0])
([73.55779273320165, 72.67894927483438, 2], [-0.882055407575692, 0.47114568656253214, 0])
([44.72548515193443, 117.76234849761069, 2], [0.7177810573480241, -0.6962688803273865, 0])
([84.35077940962253, 89.07640682723925, 2], [0.9153042674746129, -0.40276307917032583, 1])
([134.70469772979098, 53.4253628040996, 2], [-0.6753268602998572, 0.7375185636697811, 0])
([87.28324734892027, 91.7258905501686, 2], [-0.6260234817930738, 0.7798042063516183, 1])
([51.95622477407006, 145.26018640966396, 2], [0.7484081717606837, -0.6632384250341884, 0])
([95.60017061226901, 104.47378194056317, 2], [0.8797165869386093, -0.4754983981729955, 1])
([156.4682675640902, 64.15935812655638, 2], [-0.7107850040611803, 0.7034093246479947, 0])
([116.39760279617504, 120.08646233859878, 2], [-0.4268087557718216, 0.9043419076856438, 1])
([69.80725399657948, 191.75946677359752, 2], [0.7376124798153066, -0.6752242809768573, 0])
([118.71545634071462, 122.81846178391304, 2], [0.7660589146076194, -0.6427703628436798, 1])
([188.58152827770917, 73.30988102314802, 2], [-0.6676805886182776, 0.7444478702920375, 0])
([138.19686498688435, 136.21454143864847, 2], [-0.448463481337456, 0.893801155686593, 1])
([82.00975698614249, 214.9594246239766, 2], [0.752857420876966, -0.6581836398988377, 0])
([139.18516400578665, 137.34732161851977, 2], [0.7631379724476959, -0.6462355878535472, 1])
([84.65608572486389, 222.6184094288886, 2], [0.7173197510709531, -0.6967441242834459, 0])
([146.8346328230961, 146.1365831898971, 2], [0.7945065974839467, -0.6072555199868354, 1])
([232.69289437779952, 87.04259321196395, 2], [-0.6642348702216616, 0.7475239375308407, 0])
([153.96304880542345, 151.87604916215776, 2], [-0.5958430115214358, 0.803100931154401, 1])
([93.37782322782499, 245.44152730493155, 2], [0.7214322822886404, -0.6924849905029015, 0])
([149.63733356076438, 147.678784425958, 2], [-0.6803183005743254, 0.7329167823864193, 0])
([90.3190532172013, 237.45412880487478, 2], [0.7283678953108738, -0.6851862586774549, 0])
([151.91289752131112, 150.1466375653398, 2], [-0.7501420929141979, 0.6612766746516217, 0])
([91.23514252462193, 240.12855525711205, 2], [0.7355828180705041, -0.6774348070179564, 0])
([159.0962255373913, 158.75507534288883, 2], [0.8022380661167602, -0.5970042590076227, 1])
([256.85478198575845, 96.1926745239214, 2], [-0.6910533242643891, 0.7228037790598061, 0])
([170.66330767260342, 168.35986721640023, 2], [0.5898000185945267, -0.8075493409482147, 0])
([269.9677646328501, 100.11939933692918, 2], [-0.6616342386038935, 0.7498267361911325, 0])
([162.72445162888553, 160.74658969119784, 2], [0.7303561008295226, -0.6830665897122301, 0])
([258.1948868031336, 95.85081603523838, 2], [-0.6660293778804813, 0.7459255108924343, 0])
([166.71632566871503, 164.10196805294404, 2], [-0.6310650434083092, 0.7757299214211535, 1])
([99.54859317414828, 260.78454656107044, 2], [0.7439225539543212, -0.6682658406039323, 0])
([166.05425436274004, 163.38285612040482, 2], [-0.7381818526575372, 0.6746017732018543, 0])
([264.09243080736627, 97.62644231810975, 2], [-0.6693882671800361, 0.7429127457257069, 0])
([207.60664420346973, 187.01299820849906, 2], [-0.34719033662759907, 0.937794684433866, 1])
([126.10319912838081, 302.700747135739, 2], [0.7192477401241238, -0.694753688962024, 0])
([216.8126203937039, 196.48483347736658, 2], [-0.781843860577216, 0.6234742798846754, 0])
([133.11020615492214, 321.49333699205346, 2], [0.7038275432519173, -0.710370881554115, 0])
([250.1869298282806, 241.33332555936053, 2], [-0.9103852293664013, 0.4137616876312798, 0])
([154.0912780772668, 396.1186204140852, 2], [0.6992212184517306, -0.7149053697286636, 0])
([277.4755206215561, 274.509844189954, 2], [-0.848575295695256, 0.5290746332377964, 0])
([169.32913268223626, 446.4501932423229, 2], [0.7125302930786636, -0.7016413481581839, 0])
([271.7827579716839, 269.02293972304085, 2], [-0.6826237268399349, 0.730770037395594, 0])
([163.8773316664144, 432.0953588011832, 2], [0.7298376263122395, -0.6836205374467006, 0])
([307.88336663929675, 324.0534577500555, 2], [0.9097676206354828, -0.41511790667622656, 1])
([493.8917731661766, 195.16623299975208, 2], [-0.6818110096483702, 0.7315283638535625, 0])
([307.12015399003224, 323.30100611843545, 2], [0.6853917490508175, -0.7281745328786645, 0])
([183.530151919587, 514.2275151281065, 2], [0.7427860877142148, -0.669528810357113, 0])
([332.0018499012885, 359.02046097644325, 2], [0.8551741792840902, -0.5183407403299328, 1])
([531.0639356689286, 215.65457090469658, 2], [-0.6776942797020457, 0.7353437721631464, 0])
([321.066676074558, 347.3532666071475, 2], [0.7260126262865455, -0.687681369874532, 0])
([190.44442835447936, 547.875580426165, 2], [0.7535028526429394, -0.6574446372577337, 0])
([339.7471512862547, 374.18119151775096, 2], [-0.8350913733188753, 0.5501112598451289, 0])
([544.6387609941114, 225.21504350715432, 2], [-0.6808382058080763, 0.7324338451437369, 0])
([326.35570561036366, 359.294861100324, 2], [0.73885439826817, -0.673865103829973, 0])
([539.8913090498935, 223.10299355472696, 2], [-0.7262237311915736, 0.687458429473513, 0])
([394.3480722621997, 413.8531784457036, 2], [-0.4531994028582431, 0.8914091660112835, 1])
([234.04300806443834, 653.1830519576832, 2], [0.7526959244080248, -0.6583683204556161, 0])
([406.96196910634563, 430.1945521094451, 2], [0.7981203140925277, -0.6024981030948103, 1])
([650.2131379037617, 258.13125083376343, 2], [-0.6760187268627218, 0.7368844420469908, 0])
([438.1173390027403, 456.31498912784525, 2], [0.5695953946234538, -0.8219252316505145, 0])
([696.2367449385847, 272.4710256054373, 2], [-0.668260644342502, 0.7439272217246415, 0])
([500.9725562834897, 501.4728241826488, 2], [-0.47484638298169973, 0.8800686976419494, 1])
([796.6527916759569, 299.6143567720628, 2], [-0.6692195122506137, 0.7430647646222034, 0])
([515.4298812171122, 513.7900369751561, 2], [0.6281749081915252, -0.7780721590691758, 0])
([309.38207665058826, 821.2036003657739, 2], [0.7363865576026791, -0.6765610377357508, 0])
([566.9748176795346, 586.2944071733807, 2], [0.8738950390089751, -0.4861146580751315, 1])
([923.7820528529245, 358.42988815512103, 2], [-0.7042678589721055, 0.7099343510627207, 0])
([666.8586928167794, 660.8239862631805, 2], [0.4701714308298449, -0.8825751104758258, 0])
([1056.839513218457, 393.6198414132305, 2], [-0.6643033201238694, 0.7474631087033018, 0])
([817.726050682432, 749.4374594201342, 2], [0.37006680551238985, -0.929005145011509, 0])
([507.8598259699425, 1240.0173766179735, 2], [0.687187246996888, -0.7264803421737149, 0])
([867.3960412717047, 798.3284539278271, 2], [-0.7722605041614338, 0.635306000060072, 0])
([529.067643550396, 1297.7168080305858, 2], [0.7132386700334088, -0.7009212506187654, 0])
([881.5683440483067, 812.0660468848587, 2], [-0.7366202307366545, 0.6763066136520314, 0])
([545.0732579076977, 1337.9348601347522, 2], [0.6936222782730792, -0.7203389029361549, 0])
([914.0467424081295, 843.148053339761, 2], [-0.7458178022306974, 0.6661499875221589, 0])
([1457.498583442455, 505.0002958883525, 2], [-0.6731546326154122, 0.7395017515790001, 0])
([999.8872497238855, 903.541975327674, 2], [0.5436571546917391, -0.8393073919324685, 0])
([606.7205177458525, 1460.9187715784622, 2], [0.7207333209769584, -0.6932124349963183, 0])
([1014.2535995088591, 917.4605685283489, 2], [-0.7413144169802867, 0.671157906291193, 0])
([601.403389844826, 1446.510664222292, 2], [0.7540135176870928, -0.6568589004840661, 0])
([1071.7279488519355, 986.306904445653, 2], [0.8335338286635628, -0.5524684212454701, 1])
([644.2021425712538, 1578.8519532581615, 2], [0.7343533694005683, -0.6787673598885205, 0])
([1107.2282606212955, 1024.4179824806881, 2], [0.7813673074058366, -0.624071414917678, 1])
([1758.0397807750287, 611.2185508553108, 2], [-0.667015044481726, 0.745044247300146, 0])
([1339.2752022862612, 1156.2919629219, 2], [-0.39251527129291514, 0.9197454875137193, 1])
([850.3826274797088, 1951.9307186161946, 2], [-0.6552684153639694, 0.7553961237830074, 1])
([1549.8274940465656, 1380.054826185249, 2], [0.8659236136513988, -0.5001762642518165, 1])
([968.7613216902963, 2297.213279927401, 2], [0.6778944720963442, -0.7351592240468855, 0])
([1673.0306012642404, 1499.5509329685865, 2], [-0.7882506629033296, 0.6153542820460921, 0])
([998.0444122251771, 2380.5143061001886, 2], [0.7452879128860656, -0.6667427741685186, 0])
([1666.4085403876213, 1492.9744673629846, 2], [-0.7395662174130865, 0.673083806120233, 0])
([1020.210247690495, 2436.0210120476886, 2], [0.7078756410227907, -0.7063370844338935, 0])
