WEIGHT: 490371.645131, 200603.726113 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: relu winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 289
([0.8564898974398458, 1.965240389400275, 2], [-0.22349186550674202, 0.9747057946130803, 1])
([1.5718593163601062, 1.4067142016508507, 2], [0.8759639656273691, -0.48237654474733055, 1])
([1.0661475217833831, 2.498007661661335, 2], [-0.560065023918318, 0.828448651989593, 1])
([2.0899630261363478, 2.9476628330178034, 2], [0.9710703433853936, 0.23879361004301125, 1])
([1.4032400176188957, 5.197884970509458, 2], [-0.5747156233079386, 0.8183531953415759, 1])
([2.786897435174471, 4.7113618718210795, 2], [0.9898981123377898, -0.1417805599864818, 1])
([5.0414523192503005, 3.289371988959792, 2], [0.8551794901781733, -0.5183319781555056, 1])
([8.606470841834822, 2.1165033085339466, 2], [0.771582370446896, -0.6361294252080694, 1])
([8.421686689250494, 4.231568102070685, 2], [-0.0313125651049503, 0.9995096414074994, 1])
([5.445177111546204, 7.252569917081748, 2], [-0.6291302288789034, 0.7772999132321954, 1])
([10.24663333625973, 5.4585678512420825, 2], [0.9120990911230753, -0.4099698134893104, 1])
([7.285839932471291, 9.980606050297649, 2], [-0.49198276649282885, 0.8706049376577545, 1])
([12.75534269388494, 6.633889864299477, 2], [0.8079344549051602, -0.589272361966096, 1])
([8.455108957729946, 11.590777723480869, 2], [0.5932064085842503, -0.8050504063812249, 0])
([13.843608497508518, 7.120813230983725, 2], [-0.7113247959081755, 0.7028634538274077, 0])
([8.226375729847083, 11.254795739342349, 2], [0.7508911754089264, -0.6604259554961487, 0])
([13.124299208973959, 6.7442401316173095, 2], [-0.6739115182156037, 0.7388120637999491, 0])
([9.424890527911968, 12.399267106201016, 2], [-0.4776926236528394, 0.8785270384613479, 1])
([16.84563708422681, 8.492842344915719, 2], [0.8378272243116253, -0.5459354743944357, 1])
([10.835420905521095, 14.494415926316293, 2], [-0.6366197942084437, 0.7711778249029201, 1])
([17.65925273652485, 8.863578062010799, 2], [-0.7046690991532506, 0.7095360883693981, 0])
([12.139046502611832, 15.879132844692155, 2], [-0.5407691903552826, 0.8411710187366728, 1])
