WEIGHT: 2840.83799754, 2789.6374285 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: threshold winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 162
([0.6638690107783769, 1.7491450760434206, 2], [-0.5910294860605981, 0.8066499529578771, 1])
([1.319010798285112, 1.5900095445802478, 2], [0.9904858615436212, -0.137614527148082, 1])
([1.4204534321669695, 3.1674146035086683, 2], [0.10689515982266024, 0.9942702976587845, 1])
([2.820155223077325, 3.502450163260153, 2], [0.989423036325793, 0.1450587990707516, 1])
([4.939527173010151, 2.3294728639897477, 2], [0.8085983775062202, -0.5883609979377525, 1])
([3.435864032088105, 4.204418503955448, 2], [-0.5237000034976118, 0.8519027563851412, 1])
([2.182212386023773, 7.099108805210212, 2], [-0.6548814253937707, 0.755731644616145, 1])
([3.753796508494506, 4.610941621522405, 2], [0.7825589242370686, -0.6225765254945949, 1])
([7.011112271631777, 3.414918504556998, 2], [0.9012928929729056, -0.43321025042873884, 1])
([5.66429315256355, 6.603904440461881, 2], [-0.3077474041672262, 0.9514680946980482, 1])
([9.882635512997394, 4.369111980065332, 2], [0.8029998994615097, -0.5959791619384063, 1])
([6.8996958002131175, 7.9035495379999245, 2], [-0.5183630762508404, 0.8551606405698086, 1])
([12.56460172833189, 5.580196162299772, 2], [0.8647602799072754, -0.5021848845740887, 1])
([9.363931202294024, 10.45335644757578, 2], [-0.42417870153779974, 0.9055785052449656, 1])
([16.67186913025244, 7.117957048142799, 2], [0.8322296180185168, -0.554431116454293, 1])
([11.510546654087753, 12.78745545004461, 2], [-0.5344595070311785, 0.8451940814653103, 1])
([19.548249114342028, 8.17681733008597, 2], [0.7640830439201765, -0.645117897747131, 1])
([15.818232235135836, 15.820762209784174, 2], [-0.305451014301441, 0.9522077913261481, 1])
([10.055956998443314, 26.734687586774704, 2], [-0.6535379949954226, 0.7568937105679786, 1])
([18.226407656708744, 18.725827630906977, 2], [-0.8579798550737978, 0.5136833346406569, 0])
([28.736948479850852, 11.103630102760793, 2], [-0.656876632307805, 0.7539980702415338, 0])
([18.4577201423104, 18.927735072274515, 2], [0.6386825075585616, -0.7694703727491448, 0])
([29.107495225377345, 11.225317080283617, 2], [-0.6571663317777736, 0.7537455886290447, 0])
([21.903476354285182, 21.12187514900905, 2], [-0.4102308355371923, 0.91198172217126, 1])
([13.050026652579229, 33.4832969160207, 2], [0.7471071083855094, -0.6647036697655901, 0])
([23.37763298501991, 23.014207993749167, 2], [-0.8410761092915112, 0.5409167943215055, 0])
([13.857648688903422, 36.272758985339095, 2], [0.7544463751181627, -0.6563616892164444, 0])
([24.743999282759116, 24.807238583238696, 2], [0.8363962092772395, -0.5481253333925228, 1])
([14.71173383253011, 39.23313513452866, 2], [0.75011141313403, -0.6613114756951287, 0])
([26.896224810326274, 27.89084697329508, 2], [0.8704364048215686, -0.4922808803531802, 1])
([42.97312649148316, 16.73558073299204, 2], [-0.6760310551837234, 0.7368731318396549, 0])
([26.452958909814996, 27.45475295901021, 2], [0.7000056388046544, -0.7141373156765357, 0])
([42.24102987422616, 16.46537970608882, 2], [-0.6752159045374954, 0.7376201476773883, 0])
([29.102814452256776, 29.540786634632852, 2], [0.5374863304194895, -0.8432724616707173, 0])
([46.108369786692215, 17.591277185300793, 2], [-0.6638699796388402, 0.7478480127233916, 0])
([28.831616129892833, 29.29178938961625, 2], [0.6773769504931968, -0.7356360968172626, 0])
([45.56430686766429, 17.404405719745462, 2], [-0.6602524130716804, 0.7510437743787131, 0])
([27.244654238369062, 27.700823440633815, 2], [0.7419309393206629, -0.6704763092598862, 0])
([43.43089082771178, 16.58705194420071, 2], [-0.6727483629658809, 0.7398713672840214, 0])
([31.66886355721063, 30.742046596839977, 2], [0.45565644784095277, -0.8901557175803372, 0])
([18.90677132580469, 48.84504828758832, 2], [0.7441620789568021, -0.6679991019774579, 0])
([36.01038188835557, 37.82696707372314, 2], [0.9295098813497465, -0.36879720778929437, 1])
([21.367433730778753, 59.68781659608345, 2], [0.7529992513225936, -0.6580213731389076, 0])
([39.58827351863466, 43.49386579694957, 2], [-0.8896595034719026, 0.4566245371003707, 0])
([63.68682839046983, 26.264912071344916, 2], [-0.6859218759466195, 0.7276751885957569, 0])
([37.746867015547146, 41.38987749533094, 2], [0.7546381214873077, -0.6561412238216003, 0])
([60.70191819157367, 24.98560725581489, 2], [-0.6853852006960729, 0.7281806964392862, 0])
([41.93177281613595, 44.90176783775327, 2], [-0.533698280042443, 0.8456749646759907, 1])
([68.09212748814353, 27.360318379531826, 2], [-0.6994441832502108, 0.714687228455529, 0])
([46.616288252107076, 48.88675646813674, 2], [-0.5466538730936337, 0.837358670482207, 1])
([74.72314771018979, 29.42211582048976, 2], [-0.6807210930705938, 0.7325426905298938, 0])
([49.649434561543075, 51.49621732178841, 2], [0.5897779422656416, -0.807565464106103, 0])
([80.58884887091236, 31.36492751226819, 2], [-0.6988029384099269, 0.7153142339347456, 0])
([59.82505871780157, 58.64718704610658, 2], [-0.42983031819630274, 0.902909684054427, 1])
([95.16582901411094, 35.05024467965715, 2], [-0.6696937334063124, 0.742637397009008, 0])
([67.06265466992463, 63.75694236342442, 2], [-0.5049340479319809, 0.8631579271715135, 1])
([40.74166076723454, 103.21548661113853, 2], [0.7190048026234552, -0.69500510343767, 0])
([75.21338338778209, 74.69533636231229, 2], [0.8844846057257528, -0.46656937558541006, 1])
([45.594990950979195, 120.65302532825358, 2], [0.7221140571882068, -0.6917740154206338, 0])
([74.58844617756637, 74.0586363443994, 2], [-0.7100768337839916, 0.7041242007794517, 0])
([45.18946378118975, 119.5507994794294, 2], [0.7229657348592453, -0.6908838876536573, 0])
([80.13498198962813, 80.92219696459217, 2], [-0.8264457337225064, 0.5630163844968173, 0])
([48.14558752699084, 129.47230322782784, 2], [0.7350285885664354, -0.6780361155499269, 0])
([90.569512604675, 97.3743510989834, 2], [-0.9116219105750266, 0.4110297947345644, 0])
([146.7776094607439, 59.2172917908521, 2], [-0.6965345067074127, 0.7175232964621159, 0])
([89.57415277626727, 96.31185977871, 2], [0.7124775075242474, -0.7016949488716847, 0])
([53.42631573046191, 152.8646946476124, 2], [0.7455319603960447, -0.6664698763095226, 0])
([101.74865860254258, 118.35735216509066, 2], [-0.9293873372298848, 0.36910591623102484, 0])
([172.71597743537893, 75.63959644255768, 2], [0.7633917734857582, -0.6459357554542626, 1])
([130.58023302923738, 142.62319594069544, 2], [-0.4034650272532902, 0.9149950665350617, 1])
([215.0607181675601, 88.15014967207101, 2], [-0.7198075127543684, 0.6941737135489714, 0])
([140.3625279550619, 152.21436162585005, 2], [0.6155861976275548, -0.7880695612003099, 0])
([230.63892243293643, 93.8543142034335, 2], [-0.7164781652613047, 0.6976095173546547, 0])
([150.63734767522203, 162.15435580423411, 2], [-0.6145564983029934, 0.7888728100229864, 1])
([237.91310245900527, 96.29522872067852, 2], [-0.659355223461705, 0.7518315564631248, 0])
([163.36376519891357, 172.39178183832593, 2], [0.5423467038448871, -0.8401547790904877, 0])
([262.1961020732546, 103.87581334406724, 2], [-0.6825582150910582, 0.7308312274470138, 0])
([202.17590853855742, 197.5024249937772, 2], [0.3750351433011867, -0.9270105939465084, 0])
