WEIGHT: 297936.428939, 330545.926947 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: threshold winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 313
([1.8576551796963743, 0.7325009071852975, 2], [0.8934827316937964, -0.44909754860719436, 1])
([2.2892698571712513, 1.4185320283563376, 2], [0.3014048048806079, 0.9534962735086502, 1])
([4.194947029583207, 1.0125902302448382, 2], [0.873765057013196, -0.48634825500121454, 1])
([3.5401879474385147, 1.982907446812116, 2], [-0.24482663903082164, 0.9695668707319117, 1])
([2.6957501152192784, 3.75053476207777, 2], [-0.3931391836461303, 0.9194789732680428, 1])
([1.805398105049913, 6.601853120092034, 2], [-0.5783697726609097, 0.8157747275272553, 1])
([3.137777080105051, 4.345294957499341, 2], [-0.7974258630267187, 0.6034169312971693, 0])
([5.6757742895761485, 3.0334272584071833, 2], [0.8550743571241519, -0.5185053941751411, 1])
([3.3774098503356798, 4.801987967893326, 2], [0.7488999566836669, -0.6626830727272289, 0])
([5.868084647512545, 3.1593244257036264, 2], [0.79697242041668, -0.6040156960668973, 1])
([4.150404036427821, 5.759128280014849, 2], [-0.4996378943541824, 0.8662343646642742, 1])
([7.934523538686749, 4.503097232648047, 2], [0.9348918052858152, -0.354932828024444, 1])
([6.037203062239238, 8.514460788773041, 2], [-0.3942632658323482, 0.9189975392868096, 1])
([9.629922521894404, 5.10127915515321, 2], [-0.6736438635950827, 0.7390561176532469, 0])
([6.114220886890316, 8.610992960383374, 2], [0.6553555177877828, -0.7553205579786024, 0])
([10.40028065401123, 5.516657285685502, 2], [0.7663818822026599, -0.6423852509448735, 1])
([6.317511701135911, 8.929649501206313, 2], [0.7191941239469567, -0.6948091911310396, 0])
([10.95896986126573, 5.862760067619624, 2], [0.794683855512963, -0.6070235331410572, 1])
([8.428495191008102, 11.135333118126047, 2], [-0.3787652089345305, 0.9254927965688234, 1])
([14.679990326141056, 7.350006099553109, 2], [0.8005040344834561, -0.5993273652818716, 1])
([10.799660655349198, 13.683199789168132, 2], [-0.4428650364276533, 0.8965882887423487, 1])
([19.13286512696209, 9.24900876796776, 2], [0.8250669509240572, -0.5650349781145229, 1])
([13.81186089340819, 17.052221904609674, 2], [-0.4701452227382558, 0.8825890717295314, 1])
([23.606598509923867, 10.987765658826564, 2], [0.7732824684499393, -0.6340616878411505, 1])
([15.566879956393457, 19.12374114341633, 2], [0.6007103612319988, -0.7994667359612415, 0])
([27.150573007170873, 12.646309830962663, 2], [0.8025028296818361, -0.5966483121174868, 1])
([17.30730015025425, 21.420482226975167, 2], [0.6496019568731556, -0.7602744883438922, 0])
([30.165578894978676, 14.152201059932466, 2], [0.8015225795306046, -0.597964509400521, 1])
([19.987392859289777, 24.719157206834215, 2], [-0.5938129685028715, 0.8046031061571959, 1])
([35.1488241893442, 16.53251451593775, 2], [0.8143861282872747, -0.5803233874774154, 1])
([23.076828862157893, 28.67878656655748, 2], [-0.607031441119039, 0.7946778148991848, 1])
([39.27982459518704, 18.387785142120688, 2], [0.7673434998333356, -0.6412362694541909, 1])
([25.503810286223718, 31.621575822665367, 2], [0.6230756844990003, -0.7821615506953166, 0])
([44.21265597519727, 20.743519387507774, 2], [0.7937466007476212, -0.6082485789556739, 1])
([30.66111702244196, 37.36984287442683, 2], [-0.5280491464130764, 0.8492138122831148, 1])
([52.12525213369595, 23.92509262379771, 2], [0.7655721998766337, -0.6433499877796313, 1])
([33.40114932438111, 40.703651011102316, 2], [-0.6420847107028437, 0.766633696286333, 1])
([57.100984370462044, 26.235236314971313, 2], [0.7736178702950247, -0.6336524210955014, 1])
([37.98785332740363, 45.960137709580245, 2], [0.5879774281819397, -0.8088773355389259, 0])
([62.160681213979224, 28.218664298359194, 2], [-0.7104641258059468, 0.7037334196574665, 0])
([42.11413023091788, 50.071583644293824, 2], [-0.5616979433018471, 0.8273423840771577, 1])
([70.59393511831507, 31.54028322800474, 2], [-0.7452398727755688, 0.6667964697158002, 0])
([44.615990908088605, 53.02652278606662, 2], [0.6619833615898695, -0.749518531444137, 0])
([74.79372021336209, 33.4046231169967, 2], [-0.7453562623829317, 0.6666663649281748, 0])
([49.2046719353114, 58.03566441265423, 2], [0.6041218399332681, -0.7968919641429714, 0])
([80.65583937928713, 35.69591839985798, 2], [-0.7129836818856429, 0.701180625348984, 0])
([52.72238825868674, 61.7123849498063, 2], [0.6133632623128638, -0.7898009296303221, 0])
([83.9491761406529, 36.914653384276654, 2], [-0.6711004428105354, 0.7413664381798677, 0])
([50.29163492550264, 58.87609958649426, 2], [0.7391977123283779, -0.6734884869754586, 0])
([81.55429731354862, 35.8268523586244, 2], [-0.697442443790192, 0.7166408009595636, 0])
([50.07156304037516, 58.623120961445444, 2], [0.7037694069123025, -0.7104284776768918, 0])
([81.62834175619396, 35.85913461869397, 2], [-0.705078658412954, 0.7091291035140138, 0])
([55.17239530848019, 63.5259907394171, 2], [-0.5651235334840597, 0.8250062980986815, 1])
([93.18861817995807, 40.36247580285274, 2], [0.7562071421402343, -0.6543322995054572, 1])
([65.2147901560468, 73.11828049433973, 2], [-0.5149545661012322, 0.8572174723204676, 1])
([106.51590902936772, 44.80988687379625, 2], [-0.7077978273858472, 0.7064150589758648, 0])
([63.207319498257114, 70.71154865466602, 2], [0.7529053856015718, -0.6581287718464742, 0])
([104.25618949428603, 43.77238434757981, 2], [-0.7219694969651581, 0.6919248842554203, 0])
([67.77447520378301, 75.34849087367932, 2], [-0.621319094270868, 0.7835576450360421, 1])
([110.44683301089428, 46.07271003183719, 2], [-0.7045381089320707, 0.7096661560638368, 0])
([78.44246733501986, 84.18573744627061, 2], [-0.4936452309802299, 0.8696633750655912, 1])
([126.69013805307202, 51.028124947365484, 2], [-0.691597405075154, 0.7222832057394892, 0])
([80.91783414975598, 86.5764004960094, 2], [0.6467746147774793, -0.7626811900653138, 0])
