WEIGHT: 2062020.28109, 1892802.601 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: relu winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 279
([0.8853816860560285, 1.978567800684024, 2], [-0.17562856300275373, 0.9844565037916037, 1])
([1.5822772137521162, 2.889246078259081, 2], [0.8376309440203193, 0.5462365802650245, 1])
([1.160914971350631, 5.371618626757462, 2], [-0.44674007195192417, 0.894663796133715, 1])
([2.055310555166136, 3.6273197965395774, 2], [0.8240940909471556, -0.5664529364969179, 1])
([1.409803891486155, 6.4893711119990884, 2], [-0.5438619072166622, 0.8391747290514978, 1])
([2.2597604718937627, 3.905462730121148, 2], [-0.6806753664262414, 0.7325851797166676, 0])
([4.461742534240981, 3.419323105036582, 2], [0.9814374057512796, -0.19178273799327786, 1])
([7.65165365694217, 2.2124578987727164, 2], [0.7781643083026024, -0.6280607528606864, 1])
([5.046351776916441, 3.851049403794034, 2], [0.6005307944048703, -0.7996016289199611, 0])
([3.2710515233267294, 6.613833764960226, 2], [-0.625486294943652, 0.7802351535515832, 1])
([6.134598440550889, 4.94105217003868, 2], [0.907214426906442, -0.42066849610211604, 1])
([4.040000565173469, 8.591151659634091, 2], [-0.6026134160321317, 0.7980332516995048, 1])
([7.929050562651609, 7.316602939353327, 2], [0.9727926308297498, -0.23167757207665615, 1])
([5.038762569823277, 12.359945832128659, 2], [-0.6540786485677782, 0.7564265473182106, 1])
([9.538345074859407, 9.429998211062369, 2], [0.9206694999210304, -0.3903430182738763, 1])
([16.478907402574183, 6.158675044443205, 2], [0.7888097088977905, -0.614637489215052, 1])
([10.760283598448886, 10.638490820902511, 2], [-0.6149044888737989, 0.7886015911490746, 1])
([7.050478134439816, 18.426142960009525, 2], [-0.6099230985337935, 0.7924606071439366, 1])
([11.890891518968852, 11.687391959022712, 2], [-0.7540638815358865, 0.6568010829490405, 0])
([7.775382310148331, 20.210930178397092, 2], [-0.6128713667106557, 0.790182692714927, 1])
([14.346698473386002, 14.611909975311482, 2], [-0.8837332572276486, 0.4679909508417986, 0])
([24.253018593063477, 9.293193976135653, 2], [0.7574455443691168, -0.6528983437836032, 1])
([16.745236920570566, 16.695618948868855, 2], [0.5344135317995776, -0.8452231522086352, 0])
([28.391241610617495, 10.655025289561445, 2], [0.7616951544170613, -0.6479355614083621, 1])
([22.89628305721847, 20.593115133666668, 2], [-0.3103325299015286, 0.9506280665354441, 1])
([13.689833422350697, 32.774017539156176, 2], [0.7420085207107882, -0.6703904498071166, 0])
([24.16152287423338, 22.032384939805223, 2], [-0.8196064969966339, 0.5729268627677592, 0])
([14.510919383031567, 35.23652672708174, 2], [0.7355724604188271, -0.6774460535521577, 0])
([26.657474849669942, 25.268050320549346, 2], [0.8774011978806453, -0.47975737405235214, 1])
([15.805588531937435, 39.8358621109589, 2], [0.7541053704908506, -0.6567534470384278, 0])
([29.661873662078946, 29.80340261929039, 2], [-0.9081749759168817, 0.4185907465751858, 0])
([47.292471175283175, 17.848901595827417, 2], [-0.6730007970642893, 0.7396417559540774, 0])
([36.60067496280306, 33.986703731787145, 2], [-0.36974027508537716, 0.9291351510839474, 1])
([21.99476664591501, 54.39039152571433, 2], [0.7347099588621436, -0.6783813649775378, 0])
([41.1356453039325, 40.39543972173228, 2], [0.9032287805444594, -0.42915937598538906, 1])
([24.77485767914859, 64.80120646003598, 2], [0.7315123057847688, -0.6818282382575913, 0])
([45.85636460968531, 47.13017590168993, 2], [0.8882452160308628, -0.45936960739505395, 1])
([72.3964294574453, 27.97871937303263, 2], [-0.6587965605201116, 0.7523211361160013, 0])
([45.35390950948735, 46.667871079730645, 2], [0.6746916298212665, -0.7380997254091909, 0])
([72.35218145741554, 27.9631064098196, 2], [-0.6738095989430821, 0.7389050171518413, 0])
([54.04210228145373, 52.43780218351123, 2], [-0.4209527176905309, 0.9070825813943051, 1])
([32.143392605598336, 82.96724180619675, 2], [0.7495615900592993, -0.6619346060660182, 0])
([59.28840372350027, 59.94325950941771, 2], [0.883227746539445, -0.4689442906602595, 1])
([35.21375184212793, 94.68948027255962, 2], [0.7516110071943798, -0.6596066205430704, 0])
([60.33590203137891, 61.20089346156687, 2], [0.7768777660170649, -0.629651440614833, 1])
([97.11550472379865, 36.97621500720136, 2], [-0.6866849307032663, 0.7269551608903059, 0])
