(1, 0.34257139429417666)
(2, 0.33420474063046018)
(3, 0.22034611212863292)
(4, 0.19584736846235007)
(5, 0.16237331743678507)
(6, 0.11702496472072094)
(7, 0.095504508032105445)
(8, 0.15171327295536768)
(9, 0.077794992292036624)
(10, 0.10965541108751449)
(11, 0.069495862543229842)
(12, 0.10932030890070599)
(13, 0.065811596931682564)
(14, 0.10571750171264174)
(15, 0.05710215468497478)
(16, 0.10200929150908701)
(17, 0.047446421103766172)
(18, 0.0979836326939557)
(19, 0.049828046340738862)
(20, 0.098413411031466891)
(21, 0.047065218420750246)
(22, 0.099247660697796156)
(23, 0.045742164382239131)
(24, 0.10037404166191059)
(25, 0.045653903002660541)
(26, 0.10192078530044478)
(27, 0.043061435958864108)
(28, 0.10401511802225891)
(29, 0.041479757786239781)
(30, 0.1053310950616908)
(31, 0.041472994202007604)
(32, 0.10531979449944648)
(33, 0.039714914249479497)
(34, 0.10499945664607119)
(35, 0.040968789017106669)
(36, 0.10579423845923283)
(37, 0.040407252034569525)
(38, 0.1059087174967584)
(39, 0.0408247015238715)
(40, 0.10580909970196052)
(41, 0.035572595182245599)
(42, 0.10998750941974306)
(43, 0.034633009542559712)
(44, 0.11084189950702661)
(45, 0.030041194482863135)
(46, 0.11423737395137126)
(47, 0.028729078330942313)
(48, 0.11539155609408952)
(49, 0.026001063070805075)
(50, 0.11742200998482084)
(51, 0.024747269516240053)
(52, 0.11835653066925446)
(53, 0.024425935605527069)
(54, 0.11865642237321666)
(55, 0.02059194389287471)
(56, 0.12129826591488535)
(57, 0.014252921158073119)
(58, 0.12579151496137841)
(59, 0.0067987166748080764)
(60, 0.13224309479607632)
(61, 0.0063471105608789713)
(62, 0.13425322788768268)
(63, 0.0062290359177250955)
(64, 0.13681082054353622)
(65, 0.0058475368680163103)
(66, 0.13332023340702001)
(67, 0.0055208677485919693)
(68, 0.13426839266504631)
(69, 0.0051433043519895404)
(70, 0.13545591468453541)
(71, 0.004907379032544611)
(72, 0.134980669937035)
(73, 0.0045498754960319292)
(74, 0.13619041674881638)
(75, 0.0077449388291442982)
(76, 0.13039563956407854)
(77, 0.0067157886686804351)
(78, 0.1309897853993435)
(79, 0.0071000771961789314)
(80, 0.14012702449798944)
(81, 0.0090826932357695629)
(82, 0.12942045654469073)
(83, 0.0067528523904013937)
(84, 0.13108493554643788)
(85, 0.0058071894356605683)
(86, 0.13186398627701354)
(87, 0.0027696316308225125)
(88, 0.13431182668750627)
(89, 0.002665984437901467)
(90, 0.1350770956947159)
(91, 0.0024921265262335501)
(92, 0.13438545240391789)
(93, 0.0024321436818687077)
(94, 0.13462526893795115)
(95, 0.0023668061686677741)
(96, 0.13481710959557971)
(97, 0.0097929231425849389)
(98, 0.129000831534024)
(99, 0.00423230444447117)
(100, 0.13827242825382896)
(101, 0.0065024675455300661)
(102, 0.13990853968741093)
(103, 0.0081487394484704954)
(104, 0.13026902376991334)
(105, 0.0079705944977333208)
(106, 0.14078865685917485)
(107, 0.013611727562416924)
(108, 0.1442941611120982)
(109, 0.013486728429638366)
(110, 0.12637940399177561)
(111, 0.011920816149000023)
(112, 0.127668528301283)
(113, 0.011564131372067176)
(114, 0.12788385116104425)
(115, 0.0019847474095384585)
(116, 0.13442832099665966)
(117, 0.0043701514907063428)
(118, 0.13851660421759518)
(119, 0.0063306996604968755)
(120, 0.13138310934230785)
(121, 0.0030060657858155208)
(122, 0.13373872885028198)
(123, 0.0069802970807272416)
(124, 0.13099674928791871)
(125, 0.0043819154053210685)
(126, 0.13259478678727457)
(127, 0.0046927057947800952)
(128, 0.13862558951964665)
(129, 0.012425936633398168)
(130, 0.12724307265098561)
(131, 0.012505260928089731)
(132, 0.12706843457821315)
(133, 0.012567209645563352)
(134, 0.12712037379377852)
(135, 0.012649570165211099)
(136, 0.12712399127710489)
(137, 0.012688670763108728)
(138, 0.12700470247052822)
(139, 0.012394999729500098)
(140, 0.14347200235124824)
(141, 0.027290574527638306)
(142, 0.11648360501287568)
(143, 0.027001939119278787)
(144, 0.11673221962026209)
(145, 0.026262933845067737)
(146, 0.11723113782476743)
(147, 0.019272522198471642)
(148, 0.14764014434278225)
(149, 0.023322437296587031)
(150, 0.1194833174549098)
(151, 0.021607917281324746)
(152, 0.12056536614388583)
(153, 0.017647131936227606)
(154, 0.12361558480540917)
(155, 0.012129679785861132)
(156, 0.14337025386238145)
(157, 0.012563214035218354)
(158, 0.1270445566520168)
(159, 0.012728106928927315)
(160, 0.1268826959800804)
(161, 0.0093915831801839236)
(162, 0.12935753540003553)
(163, 0.0076007366846554091)
(164, 0.13064421055657682)
(165, 0.0064199923368229656)
(166, 0.1397292913729648)
(167, 0.0080877265903666999)
(168, 0.13031083119491774)
(169, 0.0028671645073968643)
(170, 0.13755199397306725)
(171, 0.011924000156509641)
(172, 0.12746615185957025)
(173, 0.0057991529334300487)
(174, 0.13187182107278211)
(175, 0.0048364650291734118)
(176, 0.13252105821224328)
(177, 0.0075024983970703955)
(178, 0.1307141438256946)
(179, 0.007273166690716067)
(180, 0.13087125008802755)
(181, 0.0036963122806091494)
(182, 0.13809492578247454)
(183, 0.0041388354479363803)
(184, 0.13286527163501569)
(185, 0.0033744096267756831)
(186, 0.13775008476314612)
(187, 0.0038230795233565418)
(188, 0.13297848071134688)
(189, 0.0048890749276954033)
(190, 0.13245234340388515)
(191, 0.0048670479256498374)
(192, 0.13868737772181608)
(193, 0.0055172515567424229)
(194, 0.13926393579543905)
(195, 0.0058342076438817397)
(196, 0.13941916078672403)
(197, 0.0068214979558461593)
(198, 0.1400359376872625)
(199, 0.0078265312795971799)
(200, 0.13025497961247237)
(201, 0.0075847809307689256)
(202, 0.13045906356707171)
(203, 0.00084085024309508635)
(204, 0.13518541579920851)
(205, 0.007684553994584487)
(206, 0.13044636988228708)
(207, 0.00708245545342495)
(208, 0.13077999490789557)
(209, 0.0022837214320482035)
(210, 0.13422608440804601)
(211, 0.0031040674131815956)
(212, 0.13766118268513591)
(213, 0.0030221188740094623)
(214, 0.13746095258265228)
(215, 0.015932234334922128)
(216, 0.12478997231589749)
(217, 0.015678542917832491)
(218, 0.12495150518430609)
(219, 0.013151904518957236)
(220, 0.12680640645102967)
(221, 0.0057735338086978656)
(222, 0.13188417391724136)
(223, 0.0015558306651421267)
(224, 0.13672151621737083)
(225, 0.0022400162829756716)
(226, 0.13719489865940265)
(227, 0.00286370631223781)
(228, 0.1374431609092901)
(229, 0.0046265839127466544)
(230, 0.13859042296100774)
(231, 0.01218116074666062)
(232, 0.12748112965505978)
(233, 0.012051611676622538)
(234, 0.12732815767054023)
(235, 0.0063522602241320872)
(236, 0.13140977726811007)
(237, 0.00062279155863935931)
(238, 0.13614336604477109)
(239, 0.0032604300057861614)
(240, 0.13353721146627595)
(241, 7.3154653642303042e-05)
(242, 0.13566965321726807)
(243, 0.005725763373458692)
(244, 0.13187706460904991)
(245, 0.0020851378443564532)
(246, 0.13692769745096486)
(247, 0.015953343162564099)
(248, 0.12473676758137348)
(249, 0.011957049437336225)
(250, 0.14328043736866847)
(251, 0.016857093736471609)
(252, 0.12405848171538822)
(253, 0.016205175776778755)
(254, 0.12451138789675974)
(255, 0.015824904118995935)
(256, 0.12491913623447765)
