(1, 0.34266755928668025)
(2, 0.33079019885200078)
(3, 0.28348779188613871)
(4, 0.21181376575689048)
(5, 0.15804304317987672)
(6, 0.14817407481756545)
(7, 0.10816745625047586)
(8, 0.098816310783479855)
(9, 0.1100530053116546)
(10, 0.066261944368833564)
(11, 0.12089396418807064)
(12, 0.060408485084611642)
(13, 0.14874989007235717)
(14, 0.048335393833968641)
(15, 0.11270592251847332)
(16, 0.043112033523189569)
(17, 0.11101672134427631)
(18, 0.032680682569269884)
(19, 0.1189562881255353)
(20, 0.031094772197888809)
(21, 0.11901165532547867)
(22, 0.026138275449363549)
(23, 0.12810303865701161)
(24, 0.023218939385135074)
(25, 0.13299230711051552)
(26, 0.022255801358123221)
(27, 0.13396849352260842)
(28, 0.020303361766377495)
(29, 0.13447833323830119)
(30, 0.019610561426081485)
(31, 0.13512819465852996)
(32, 0.016625582359979487)
(33, 0.12749070273200211)
(34, 0.015486443419175868)
(35, 0.12950028256972967)
(36, 0.014266153668972199)
(37, 0.13134579658384646)
(38, 0.013686933013921434)
(39, 0.13211710477766619)
(40, 0.014045438485620136)
(41, 0.13193919546161131)
(42, 0.012551476151852353)
(43, 0.13633183140519217)
(44, 0.010906427821643305)
(45, 0.12881171078457174)
(46, 0.009417065177455046)
(47, 0.13710395621581326)
(48, 0.009002371269313891)
(49, 0.12967581799262454)
(50, 0.0079275564327344582)
(51, 0.13040523433941223)
(52, 0.0068790958593167037)
(53, 0.13534638128790924)
(54, 0.0066444453541832597)
(55, 0.1351765826806495)
(56, 0.0062023024228991704)
(57, 0.13472621451561845)
(58, 0.0063853851515616351)
(59, 0.13670273569904068)
(60, 0.0064879608666033924)
(61, 0.13469519142896624)
(62, 0.0062319417537742795)
(63, 0.13961984928639679)
(64, 0.021094915095833954)
(65, 0.12078956135808022)
(66, 0.021077399753503961)
(67, 0.12113098103340562)
(68, 0.020377004031506676)
(69, 0.12148171544951473)
(70, 0.020593000016110884)
(71, 0.12143026479691454)
(72, 0.019954689424698704)
(73, 0.1219498087873593)
